time_s,reference_heading_deg,reference_heading_continuous_deg,PID_tuned_heading_deg,PID_tuned_heading_continuous_deg,PID_tuned_heading_error_deg,Fossen_PID/SMC_heading_deg,Fossen_PID/SMC_heading_continuous_deg,Fossen_PID/SMC_heading_error_deg,PID_5_Hz_heading_deg,PID_5_Hz_heading_continuous_deg,PID_5_Hz_heading_error_deg,NMPC_offset-free_N12_heading_deg,NMPC_offset-free_N12_heading_continuous_deg,NMPC_offset-free_N12_heading_error_deg,reference_depth_m,PID_tuned_depth_m,PID_tuned_depth_error_m,Fossen_PID/SMC_depth_m,Fossen_PID/SMC_depth_error_m,PID_5_Hz_depth_m,PID_5_Hz_depth_error_m,NMPC_offset-free_N12_depth_m,NMPC_offset-free_N12_depth_error_m
44.680,0.000000,0.000000,0.006293,0.006293,0.006293,0.016405,0.016405,0.016405,0.036023,0.036023,0.036023,0.099871,0.099871,0.099871,15.000000,15.922093,0.922093,5.071925,-9.928075,15.825548,0.825548,15.014920,0.014920
44.700,0.000000,0.000000,0.006243,0.006243,0.006243,0.016398,0.016398,0.016398,0.034271,0.034271,0.034271,0.099862,0.099862,0.099862,15.000000,15.922027,0.922027,5.076162,-9.923838,15.825835,0.825835,15.014926,0.014926
44.720,0.000000,0.000000,0.006194,0.006194,0.006194,0.016390,0.016390,0.016390,0.031962,0.031962,0.031962,0.099854,0.099854,0.099854,15.000000,15.921954,0.921954,5.080398,-9.919602,15.826071,0.826071,15.014931,0.014931
44.740,0.000000,0.000000,0.006145,0.006145,0.006145,0.016383,0.016383,0.016383,0.029103,0.029103,0.029103,0.099847,0.099847,0.099847,15.000000,15.921874,0.921874,5.084632,-9.915368,15.826266,0.826266,15.014937,0.014937
44.760,0.000000,0.000000,0.006095,0.006095,0.006095,0.016375,0.016375,0.016375,0.025699,0.025699,0.025699,0.099840,0.099840,0.099840,15.000000,15.921788,0.921788,5.088865,-9.911135,15.826427,0.826427,15.014943,0.014943
44.780,0.000000,0.000000,0.006045,0.006045,0.006045,0.016367,0.016367,0.016367,0.021761,0.021761,0.021761,0.099834,0.099834,0.099834,15.000000,15.921695,0.921695,5.093097,-9.906903,15.826563,0.826563,15.014948,0.014948
44.800,0.000000,0.000000,0.005994,0.005994,0.005994,0.016359,0.016359,0.016359,0.017299,0.017299,0.017299,0.099827,0.099827,0.099827,15.000000,15.921595,0.921595,5.097327,-9.902673,15.826685,0.826685,15.014953,0.014953
44.820,0.000000,0.000000,0.005942,0.005942,0.005942,0.016350,0.016350,0.016350,0.012326,0.012326,0.012326,0.099821,0.099821,0.099821,15.000000,15.921489,0.921489,5.101557,-9.898443,15.826801,0.826801,15.014959,0.014959
44.840,0.000000,0.000000,0.005888,0.005888,0.005888,0.016341,0.016341,0.016341,0.007082,0.007082,0.007082,0.099814,0.099814,0.099814,15.000000,15.921376,0.921376,5.105786,-9.894214,15.826945,0.826945,15.014964,0.014964
44.860,0.000000,0.000000,0.005835,0.005835,0.005835,0.016332,0.016332,0.016332,0.001758,0.001758,0.001758,0.099806,0.099806,0.099806,15.000000,15.921257,0.921257,5.110014,-9.889986,15.827146,0.827146,15.014968,0.014968
44.880,0.000000,0.000000,0.005780,0.005780,0.005780,0.016322,0.016322,0.016322,359.996500,-0.003500,-0.003500,0.099798,0.099798,0.099798,15.000000,15.921131,0.921131,5.114241,-9.885759,15.827421,0.827421,15.014973,0.014973
44.900,0.000000,0.000000,0.005724,0.005724,0.005724,0.016312,0.016312,0.016312,359.991423,-0.008577,-0.008577,0.099790,0.099790,0.099790,15.000000,15.920999,0.920999,5.118468,-9.881532,15.827784,0.827784,15.014977,0.014977
44.920,0.000000,0.000000,0.005667,0.005667,0.005667,0.016301,0.016301,0.016301,359.986613,-0.013387,-0.013387,0.099781,0.099781,0.099781,15.000000,15.920861,0.920861,5.122694,-9.877306,15.828246,0.828246,15.014981,0.014981
44.940,0.000000,0.000000,0.005610,0.005610,0.005610,0.016291,0.016291,0.016291,359.982139,-0.017861,-0.017861,0.099772,0.099772,0.099772,15.000000,15.920716,0.920716,5.126919,-9.873081,15.828812,0.828812,15.014985,0.014985
44.960,0.000000,0.000000,0.005553,0.005553,0.005553,0.016280,0.016280,0.016280,359.978051,-0.021949,-0.021949,0.099763,0.099763,0.099763,15.000000,15.920564,0.920564,5.131144,-9.868856,15.829485,0.829485,15.014989,0.014989
44.980,0.000000,0.000000,0.005496,0.005496,0.005496,0.016269,0.016269,0.016269,359.974388,-0.025612,-0.025612,0.099753,0.099753,0.099753,15.000000,15.920407,0.920407,5.135368,-9.864632,15.830266,0.830266,15.014992,0.014992
45.000,0.000000,0.000000,0.005440,0.005440,0.005440,0.016258,0.016258,0.016258,359.971174,-0.028826,-0.028826,0.099743,0.099743,0.099743,15.000000,15.920243,0.920243,5.139590,-9.860410,15.831153,0.831153,15.014995,0.014995
45.020,0.000000,0.000000,0.005384,0.005384,0.005384,0.016248,0.016248,0.016248,359.968428,-0.031572,-0.031572,0.099734,0.099734,0.099734,15.000000,15.920074,0.920074,5.143812,-9.856188,15.832143,0.832143,15.014998,0.014998
45.040,0.000000,0.000000,0.005329,0.005329,0.005329,0.016237,0.016237,0.016237,359.966200,-0.033800,-0.033800,0.099725,0.099725,0.099725,15.000000,15.919898,0.919898,5.148032,-9.851968,15.833232,0.833232,15.015001,0.015001
45.060,0.000000,0.000000,0.005274,0.005274,0.005274,0.016227,0.016227,0.016227,359.964524,-0.035476,-0.035476,0.099715,0.099715,0.099715,15.000000,15.919716,0.919716,5.152251,-9.847749,15.834415,0.834415,15.015003,0.015003
45.080,0.000000,0.000000,0.005221,0.005221,0.005221,0.016217,0.016217,0.016217,359.963423,-0.036577,-0.036577,0.099706,0.099706,0.099706,15.000000,15.919528,0.919528,5.156470,-9.843530,15.835686,0.835686,15.015005,0.015005
45.100,0.000000,0.000000,0.005167,0.005167,0.005167,0.016206,0.016206,0.016206,359.962912,-0.037088,-0.037088,0.099696,0.099696,0.099696,15.000000,15.919335,0.919335,5.160687,-9.839313,15.837037,0.837037,15.015007,0.015007
45.120,0.000000,0.000000,0.005115,0.005115,0.005115,0.016196,0.016196,0.016196,359.962994,-0.037006,-0.037006,0.099686,0.099686,0.099686,15.000000,15.919135,0.919135,5.164904,-9.835096,15.838462,0.838462,15.015009,0.015009
45.140,0.000000,0.000000,0.005062,0.005062,0.005062,0.016186,0.016186,0.016186,359.963673,-0.036327,-0.036327,0.099676,0.099676,0.099676,15.000000,15.918929,0.918929,5.169120,-9.830880,15.839953,0.839953,15.015011,0.015011
45.160,0.000000,0.000000,0.005009,0.005009,0.005009,0.016175,0.016175,0.016175,359.964945,-0.035055,-0.035055,0.099665,0.099665,0.099665,15.000000,15.918718,0.918718,5.173336,-9.826664,15.841501,0.841501,15.015012,0.015012
45.180,0.000000,0.000000,0.004957,0.004957,0.004957,0.016164,0.016164,0.016164,359.966809,-0.033191,-0.033191,0.099653,0.099653,0.099653,15.000000,15.918500,0.918500,5.177551,-9.822449,15.843098,0.843098,15.015013,0.015013
45.200,0.000000,0.000000,0.004906,0.004906,0.004906,0.016154,0.016154,0.016154,359.969257,-0.030743,-0.030743,0.099642,0.099642,0.099642,15.000000,15.918277,0.918277,5.181765,-9.818235,15.844736,0.844736,15.015014,0.015014
45.220,0.000000,0.000000,0.004856,0.004856,0.004856,0.016144,0.016144,0.016144,359.972281,-0.027719,-0.027719,0.099630,0.099630,0.099630,15.000000,15.918048,0.918048,5.185979,-9.814021,15.846406,0.846406,15.015015,0.015015
45.240,0.000000,0.000000,0.004807,0.004807,0.004807,0.016133,0.016133,0.016133,359.975761,-0.024239,-0.024239,0.099618,0.099618,0.099618,15.000000,15.917813,0.917813,5.190192,-9.809808,15.848087,0.848087,15.015015,0.015015
45.260,0.000000,0.000000,0.004758,0.004758,0.004758,0.016123,0.016123,0.016123,359.979602,-0.020398,-0.020398,0.099606,0.099606,0.099606,15.000000,15.917572,0.917572,5.194404,-9.805596,15.849764,0.849764,15.015016,0.015016
45.280,0.000000,0.000000,0.004711,0.004711,0.004711,0.016113,0.016113,0.016113,359.983727,-0.016273,-0.016273,0.099593,0.099593,0.099593,15.000000,15.917326,0.917326,5.198616,-9.801384,15.851422,0.851422,15.015016,0.015016
45.300,0.000000,0.000000,0.004665,0.004665,0.004665,0.016103,0.016103,0.016103,359.988074,-0.011926,-0.011926,0.099580,0.099580,0.099580,15.000000,15.917074,0.917074,5.202827,-9.797173,15.853050,0.853050,15.015016,0.015016
45.320,0.000000,0.000000,0.004620,0.004620,0.004620,0.016094,0.016094,0.016094,359.992596,-0.007404,-0.007404,0.099567,0.099567,0.099567,15.000000,15.916817,0.916817,5.207037,-9.792963,15.854637,0.854637,15.015017,0.015017
45.340,0.000000,0.000000,0.004575,0.004575,0.004575,0.016084,0.016084,0.016084,359.997253,-0.002747,-0.002747,0.099553,0.099553,0.099553,15.000000,15.916553,0.916553,5.211247,-9.788753,15.856178,0.856178,15.015017,0.015017
45.360,0.000000,0.000000,0.004532,0.004532,0.004532,0.016074,0.016074,0.016074,0.002015,0.002015,0.002015,0.099539,0.099539,0.099539,15.000000,15.916285,0.916285,5.215457,-9.784543,15.857664,0.857664,15.015017,0.015017
45.380,0.000000,0.000000,0.004489,0.004489,0.004489,0.016064,0.016064,0.016064,0.006855,0.006855,0.006855,0.099525,0.099525,0.099525,15.000000,15.916010,0.916010,5.219667,-9.780333,15.859091,0.859091,15.015016,0.015016
45.400,0.000000,0.000000,0.004447,0.004447,0.004447,0.016054,0.016054,0.016054,0.011755,0.011755,0.011755,0.099509,0.099509,0.099509,15.000000,15.915730,0.915730,5.223876,-9.776124,15.860454,0.860454,15.015016,0.015016
45.420,0.000000,0.000000,0.004406,0.004406,0.004406,0.016044,0.016044,0.016044,0.016700,0.016700,0.016700,0.099494,0.099494,0.099494,15.000000,15.915445,0.915445,5.228085,-9.771915,15.861749,0.861749,15.015016,0.015016
45.440,0.000000,0.000000,0.004366,0.004366,0.004366,0.016034,0.016034,0.016034,0.021527,0.021527,0.021527,0.099479,0.099479,0.099479,15.000000,15.915154,0.915154,5.232293,-9.767707,15.862960,0.862960,15.015015,0.015015
45.460,0.000000,0.000000,0.004328,0.004328,0.004328,0.016025,0.016025,0.016025,0.026113,0.026113,0.026113,0.099463,0.099463,0.099463,15.000000,15.914858,0.914858,5.236500,-9.763500,15.864076,0.864076,15.015015,0.015015
45.480,0.000000,0.000000,0.004290,0.004290,0.004290,0.016015,0.016015,0.016015,0.030363,0.030363,0.030363,0.099447,0.099447,0.099447,15.000000,15.914556,0.914556,5.240707,-9.759293,15.865088,0.865088,15.015014,0.015014
45.500,0.000000,0.000000,0.004254,0.004254,0.004254,0.016006,0.016006,0.016006,0.034204,0.034204,0.034204,0.099431,0.099431,0.099431,15.000000,15.914249,0.914249,5.244914,-9.755086,15.865993,0.865993,15.015013,0.015013
45.520,0.000000,0.000000,0.004219,0.004219,0.004219,0.015996,0.015996,0.015996,0.037582,0.037582,0.037582,0.099414,0.099414,0.099414,15.000000,15.913936,0.913936,5.249120,-9.750880,15.866789,0.866789,15.015013,0.015013
45.540,0.000000,0.000000,0.004184,0.004184,0.004184,0.015987,0.015987,0.015987,0.040459,0.040459,0.040459,0.099397,0.099397,0.099397,15.000000,15.913619,0.913619,5.253326,-9.746674,15.867477,0.867477,15.015012,0.015012
45.560,0.000000,0.000000,0.004151,0.004151,0.004151,0.015977,0.015977,0.015977,0.042805,0.042805,0.042805,0.099379,0.099379,0.099379,15.000000,15.913295,0.913295,5.257532,-9.742468,15.868059,0.868059,15.015011,0.015011
45.580,0.000000,0.000000,0.004119,0.004119,0.004119,0.015968,0.015968,0.015968,0.044602,0.044602,0.044602,0.099361,0.099361,0.099361,15.000000,15.912967,0.912967,5.261738,-9.738262,15.868539,0.868539,15.015009,0.015009
45.600,0.000000,0.000000,0.004088,0.004088,0.004088,0.015959,0.015959,0.015959,0.045839,0.045839,0.045839,0.099343,0.099343,0.099343,15.000000,15.912633,0.912633,5.265942,-9.734058,15.868921,0.868921,15.015008,0.015008
45.620,0.000000,0.000000,0.004059,0.004059,0.004059,0.015950,0.015950,0.015950,0.046509,0.046509,0.046509,0.099325,0.099325,0.099325,15.000000,15.912293,0.912293,5.270146,-9.729854,15.869210,0.869210,15.015006,0.015006
45.640,0.000000,0.000000,0.004031,0.004031,0.004031,0.015941,0.015941,0.015941,0.046597,0.046597,0.046597,0.099308,0.099308,0.099308,15.000000,15.911949,0.911949,5.274349,-9.725651,15.869414,0.869414,15.015005,0.015005
45.660,0.000000,0.000000,0.004004,0.004004,0.004004,0.015933,0.015933,0.015933,0.046096,0.046096,0.046096,0.099291,0.099291,0.099291,15.000000,15.911599,0.911599,5.278550,-9.721450,15.869540,0.869540,15.015003,0.015003
45.680,0.000000,0.000000,0.003979,0.003979,0.003979,0.015925,0.015925,0.015925,0.045005,0.045005,0.045005,0.099274,0.099274,0.099274,15.000000,15.911244,0.911244,5.282751,-9.717249,15.869594,0.869594,15.015001,0.015001
45.700,0.000000,0.000000,0.003954,0.003954,0.003954,0.015917,0.015917,0.015917,0.043330,0.043330,0.043330,0.099257,0.099257,0.099257,15.000000,15.910884,0.910884,5.286951,-9.713049,15.869586,0.869586,15.014998,0.014998
45.720,0.000000,0.000000,0.003931,0.003931,0.003931,0.015909,0.015909,0.015909,0.041076,0.041076,0.041076,0.099240,0.099240,0.099240,15.000000,15.910519,0.910519,5.291149,-9.708851,15.869524,0.869524,15.014996,0.014996
45.740,0.000000,0.000000,0.003907,0.003907,0.003907,0.015901,0.015901,0.015901,0.038251,0.038251,0.038251,0.099224,0.099224,0.099224,15.000000,15.910148,0.910148,5.295347,-9.704653,15.869417,0.869417,15.014993,0.014993
45.760,0.000000,0.000000,0.003884,0.003884,0.003884,0.015893,0.015893,0.015893,0.034867,0.034867,0.034867,0.099208,0.099208,0.099208,15.000000,15.909772,0.909772,5.299544,-9.700456,15.869274,0.869274,15.014990,0.014990
45.780,0.000000,0.000000,0.003861,0.003861,0.003861,0.015884,0.015884,0.015884,0.030938,0.030938,0.030938,0.099191,0.099191,0.099191,15.000000,15.909391,0.909391,5.303740,-9.696260,15.869103,0.869103,15.014987,0.014987
45.800,0.000000,0.000000,0.003837,0.003837,0.003837,0.015876,0.015876,0.015876,0.026475,0.026475,0.026475,0.099174,0.099174,0.099174,15.000000,15.909004,0.909004,5.307936,-9.692064,15.868915,0.868915,15.014984,0.014984
45.820,0.000000,0.000000,0.003812,0.003812,0.003812,0.015867,0.015867,0.015867,0.021494,0.021494,0.021494,0.099157,0.099157,0.099157,15.000000,15.908613,0.908613,5.312131,-9.687869,15.868719,0.868719,15.014980,0.014980
45.840,0.000000,0.000000,0.003787,0.003787,0.003787,0.015857,0.015857,0.015857,0.016229,0.016229,0.016229,0.099140,0.099140,0.099140,15.000000,15.908216,0.908216,5.316326,-9.683674,15.868548,0.868548,15.014977,0.014977
45.860,0.000000,0.000000,0.003761,0.003761,0.003761,0.015848,0.015848,0.015848,0.010866,0.010866,0.010866,0.099123,0.099123,0.099123,15.000000,15.907815,0.907815,5.320521,-9.679479,15.868429,0.868429,15.014974,0.014974
45.880,0.000000,0.000000,0.003734,0.003734,0.003734,0.015838,0.015838,0.015838,0.005551,0.005551,0.005551,0.099105,0.099105,0.099105,15.000000,15.907408,0.907408,5.324715,-9.675285,15.868380,0.868380,15.014970,0.014970
45.900,0.000000,0.000000,0.003708,0.003708,0.003708,0.015828,0.015828,0.015828,0.000398,0.000398,0.000398,0.099088,0.099088,0.099088,15.000000,15.906997,0.906997,5.328908,-9.671092,15.868415,0.868415,15.014967,0.014967
45.920,0.000000,0.000000,0.003681,0.003681,0.003681,0.015818,0.015818,0.015818,359.995494,-0.004506,-0.004506,0.099071,0.099071,0.099071,15.000000,15.906581,0.906581,5.333101,-9.666899,15.868544,0.868544,15.014964,0.014964
45.940,0.000000,0.000000,0.003655,0.003655,0.003655,0.015809,0.015809,0.015809,359.990910,-0.009090,-0.009090,0.099055,0.099055,0.099055,15.000000,15.906160,0.906160,5.337293,-9.662707,15.868772,0.868772,15.014960,0.014960
45.960,0.000000,0.000000,0.003629,0.003629,0.003629,0.015800,0.015800,0.015800,359.986695,-0.013305,-0.013305,0.099038,0.099038,0.099038,15.000000,15.905735,0.905735,5.341484,-9.658516,15.869101,0.869101,15.014957,0.014957
45.980,0.000000,0.000000,0.003604,0.003604,0.003604,0.015791,0.015791,0.015791,359.982887,-0.017113,-0.017113,0.099022,0.099022,0.099022,15.000000,15.905305,0.905305,5.345674,-9.654326,15.869534,0.869534,15.014954,0.014954
46.000,0.000000,0.000000,0.003579,0.003579,0.003579,0.015782,0.015782,0.015782,359.979507,-0.020493,-0.020493,0.099006,0.099006,0.099006,15.000000,15.904870,0.904870,5.349864,-9.650136,15.870067,0.870067,15.014950,0.014950
46.020,0.000000,0.000000,0.003554,0.003554,0.003554,0.015774,0.015774,0.015774,359.976572,-0.023428,-0.023428,0.098990,0.098990,0.098990,15.000000,15.904430,0.904430,5.354052,-9.645948,15.870698,0.870698,15.014947,0.014947
46.040,0.000000,0.000000,0.003529,0.003529,0.003529,0.015765,0.015765,0.015765,359.974133,-0.025867,-0.025867,0.098974,0.098974,0.098974,15.000000,15.903985,0.903985,5.358241,-9.641759,15.871422,0.871422,15.014943,0.014943
46.060,0.000000,0.000000,0.003504,0.003504,0.003504,0.015757,0.015757,0.015757,359.972223,-0.027777,-0.027777,0.098957,0.098957,0.098957,15.000000,15.903536,0.903536,5.362428,-9.637572,15.872235,0.872235,15.014939,0.014939
46.080,0.000000,0.000000,0.003480,0.003480,0.003480,0.015750,0.015750,0.015750,359.970864,-0.029136,-0.029136,0.098941,0.098941,0.098941,15.000000,15.903082,0.903082,5.366615,-9.633385,15.873130,0.873130,15.014935,0.014935
46.100,0.000000,0.000000,0.003457,0.003457,0.003457,0.015742,0.015742,0.015742,359.970072,-0.029928,-0.029928,0.098925,0.098925,0.098925,15.000000,15.902622,0.902622,5.370801,-9.629199,15.874100,0.874100,15.014930,0.014930
46.120,0.000000,0.000000,0.003433,0.003433,0.003433,0.015734,0.015734,0.015734,359.969852,-0.030148,-0.030148,0.098910,0.098910,0.098910,15.000000,15.902158,0.902158,5.374985,-9.625015,15.875139,0.875139,15.014925,0.014925
46.140,0.000000,0.000000,0.003410,0.003410,0.003410,0.015727,0.015727,0.015727,359.970206,-0.029794,-0.029794,0.098894,0.098894,0.098894,15.000000,15.901689,0.901689,5.379169,-9.620831,15.876238,0.876238,15.014920,0.014920
46.160,0.000000,0.000000,0.003388,0.003388,0.003388,0.015719,0.015719,0.015719,359.971127,-0.028873,-0.028873,0.098879,0.098879,0.098879,15.000000,15.901216,0.901216,5.383351,-9.616649,15.877389,0.877389,15.014914,0.014914
46.180,0.000000,0.000000,0.003366,0.003366,0.003366,0.015712,0.015712,0.015712,359.972607,-0.027393,-0.027393,0.098864,0.098864,0.098864,15.000000,15.900737,0.900737,5.387532,-9.612468,15.878584,0.878584,15.014907,0.014907
46.200,0.000000,0.000000,0.003344,0.003344,0.003344,0.015704,0.015704,0.015704,359.974636,-0.025364,-0.025364,0.098848,0.098848,0.098848,15.000000,15.900253,0.900253,5.391713,-9.608287,15.879814,0.879814,15.014901,0.014901
46.220,0.000000,0.000000,0.003322,0.003322,0.003322,0.015696,0.015696,0.015696,359.977198,-0.022802,-0.022802,0.098833,0.098833,0.098833,15.000000,15.899765,0.899765,5.395892,-9.604108,15.881071,0.881071,15.014893,0.014893
46.240,0.000000,0.000000,0.003300,0.003300,0.003300,0.015689,0.015689,0.015689,359.980175,-0.019825,-0.019825,0.098818,0.098818,0.098818,15.000000,15.899271,0.899271,5.400070,-9.599930,15.882333,0.882333,15.014885,0.014885
46.260,0.000000,0.000000,0.003279,0.003279,0.003279,0.015680,0.015680,0.015680,359.983464,-0.016536,-0.016536,0.098803,0.098803,0.098803,15.000000,15.898773,0.898773,5.404247,-9.595753,15.883582,0.883582,15.014877,0.014877
46.280,0.000000,0.000000,0.003257,0.003257,0.003257,0.015672,0.015672,0.015672,359.986990,-0.013010,-0.013010,0.098788,0.098788,0.098788,15.000000,15.898270,0.898270,5.408423,-9.591577,15.884805,0.884805,15.014868,0.014868
46.300,0.000000,0.000000,0.003236,0.003236,0.003236,0.015664,0.015664,0.015664,359.990691,-0.009309,-0.009309,0.098773,0.098773,0.098773,15.000000,15.897761,0.897761,5.412598,-9.587402,15.885990,0.885990,15.014858,0.014858
46.320,0.000000,0.000000,0.003214,0.003214,0.003214,0.015655,0.015655,0.015655,359.994517,-0.005483,-0.005483,0.098759,0.098759,0.098759,15.000000,15.897248,0.897248,5.416771,-9.583229,15.887128,0.887128,15.014847,0.014847
46.340,0.000000,0.000000,0.003192,0.003192,0.003192,0.015646,0.015646,0.015646,359.998428,-0.001572,-0.001572,0.098744,0.098744,0.098744,15.000000,15.896730,0.896730,5.420943,-9.579057,15.888211,0.888211,15.014836,0.014836
46.360,0.000000,0.000000,0.003171,0.003171,0.003171,0.015637,0.015637,0.015637,0.002395,0.002395,0.002395,0.098730,0.098730,0.098730,15.000000,15.896207,0.896207,5.425113,-9.574887,15.889235,0.889235,15.014824,0.014824
46.380,0.000000,0.000000,0.003149,0.003149,0.003149,0.015628,0.015628,0.015628,0.006393,0.006393,0.006393,0.098715,0.098715,0.098715,15.000000,15.895680,0.895680,5.429283,-9.570717,15.890194,0.890194,15.014812,0.014812
46.400,0.000000,0.000000,0.003126,0.003126,0.003126,0.015618,0.015618,0.015618,0.010402,0.010402,0.010402,0.098701,0.098701,0.098701,15.000000,15.895147,0.895147,5.433451,-9.566549,15.891084,0.891084,15.014799,0.014799
46.420,0.000000,0.000000,0.003103,0.003103,0.003103,0.015608,0.015608,0.015608,0.014407,0.014407,0.014407,0.098686,0.098686,0.098686,15.000000,15.894610,0.894610,5.437618,-9.562382,15.891903,0.891903,15.014785,0.014785
46.440,0.000000,0.000000,0.003079,0.003079,0.003079,0.015597,0.015597,0.015597,0.018276,0.018276,0.018276,0.098671,0.098671,0.098671,15.000000,15.894068,0.894068,5.441784,-9.558216,15.892637,0.892637,15.014770,0.014770
46.460,0.000000,0.000000,0.003055,0.003055,0.003055,0.015586,0.015586,0.015586,0.021907,0.021907,0.021907,0.098657,0.098657,0.098657,15.000000,15.893521,0.893521,5.445950,-9.554050,15.893278,0.893278,15.014756,0.014756
46.480,0.000000,0.000000,0.003031,0.003031,0.003031,0.015575,0.015575,0.015575,0.025220,0.025220,0.025220,0.098642,0.098642,0.098642,15.000000,15.892970,0.892970,5.450114,-9.549886,15.893818,0.893818,15.014740,0.014740
