time_s,reference_heading_deg,reference_heading_continuous_deg,PID_tuned_heading_deg,PID_tuned_heading_continuous_deg,PID_tuned_heading_error_deg,Fossen_PID/SMC_heading_deg,Fossen_PID/SMC_heading_continuous_deg,Fossen_PID/SMC_heading_error_deg,PID_5_Hz_heading_deg,PID_5_Hz_heading_continuous_deg,PID_5_Hz_heading_error_deg,NMPC_offset-free_N12_heading_deg,NMPC_offset-free_N12_heading_continuous_deg,NMPC_offset-free_N12_heading_error_deg,reference_depth_m,PID_tuned_depth_m,PID_tuned_depth_error_m,Fossen_PID/SMC_depth_m,Fossen_PID/SMC_depth_error_m,PID_5_Hz_depth_m,PID_5_Hz_depth_error_m,NMPC_offset-free_N12_depth_m,NMPC_offset-free_N12_depth_error_m
42.440,0.000000,0.000000,0.013755,0.013755,0.013755,0.016466,0.016466,0.016466,0.017849,0.017849,0.017849,0.098084,0.098084,0.098084,15.000000,15.876202,0.876202,4.588292,-10.411708,15.656120,0.656120,15.012907,0.012907
42.460,0.000000,0.000000,0.013702,0.013702,0.013702,0.016480,0.016480,0.016480,0.024273,0.024273,0.024273,0.098113,0.098113,0.098113,15.000000,15.877185,0.877185,4.592711,-10.407289,15.659235,0.659235,15.012936,0.012936
42.480,0.000000,0.000000,0.013647,0.013647,0.013647,0.016494,0.016494,0.016494,0.030567,0.030567,0.030567,0.098143,0.098143,0.098143,15.000000,15.878155,0.878155,4.597126,-10.402874,15.662248,0.662248,15.012965,0.012965
42.500,0.000000,0.000000,0.013591,0.013591,0.013591,0.016507,0.016507,0.016507,0.036599,0.036599,0.036599,0.098174,0.098174,0.098174,15.000000,15.879112,0.879112,4.601538,-10.398462,15.665145,0.665145,15.012994,0.012994
42.520,0.000000,0.000000,0.013532,0.013532,0.013532,0.016521,0.016521,0.016521,0.042274,0.042274,0.042274,0.098207,0.098207,0.098207,15.000000,15.880055,0.880055,4.605946,-10.394054,15.667915,0.667915,15.013023,0.013023
42.540,0.000000,0.000000,0.013473,0.013473,0.013473,0.016533,0.016533,0.016533,0.047516,0.047516,0.047516,0.098242,0.098242,0.098242,15.000000,15.880986,0.880986,4.610352,-10.389648,15.670552,0.670552,15.013051,0.013051
42.560,0.000000,0.000000,0.013412,0.013412,0.013412,0.016546,0.016546,0.016546,0.052270,0.052270,0.052270,0.098278,0.098278,0.098278,15.000000,15.881905,0.881905,4.614754,-10.385246,15.673054,0.673054,15.013080,0.013080
42.580,0.000000,0.000000,0.013349,0.013349,0.013349,0.016558,0.016558,0.016558,0.056498,0.056498,0.056498,0.098315,0.098315,0.098315,15.000000,15.882811,0.882811,4.619154,-10.380846,15.675420,0.675420,15.013109,0.013109
42.600,0.000000,0.000000,0.013285,0.013285,0.013285,0.016569,0.016569,0.016569,0.060170,0.060170,0.060170,0.098353,0.098353,0.098353,15.000000,15.883704,0.883704,4.623552,-10.376448,15.677650,0.677650,15.013137,0.013137
42.620,0.000000,0.000000,0.013220,0.013220,0.013220,0.016580,0.016580,0.016580,0.063268,0.063268,0.063268,0.098392,0.098392,0.098392,15.000000,15.884586,0.884586,4.627947,-10.372053,15.679748,0.679748,15.013167,0.013167
42.640,0.000000,0.000000,0.013155,0.013155,0.013155,0.016590,0.016590,0.016590,0.065740,0.065740,0.065740,0.098432,0.098432,0.098432,15.000000,15.885456,0.885456,4.632341,-10.367659,15.681718,0.681718,15.013196,0.013196
42.660,0.000000,0.000000,0.013088,0.013088,0.013088,0.016600,0.016600,0.016600,0.067553,0.067553,0.067553,0.098472,0.098472,0.098472,15.000000,15.886314,0.886314,4.636733,-10.363267,15.683565,0.683565,15.013227,0.013227
42.680,0.000000,0.000000,0.013020,0.013020,0.013020,0.016608,0.016608,0.016608,0.068680,0.068680,0.068680,0.098514,0.098514,0.098514,15.000000,15.887161,0.887161,4.641123,-10.358877,15.685295,0.685295,15.013257,0.013257
42.700,0.000000,0.000000,0.012952,0.012952,0.012952,0.016617,0.016617,0.016617,0.069109,0.069109,0.069109,0.098555,0.098555,0.098555,15.000000,15.887997,0.887997,4.645511,-10.354489,15.686915,0.686915,15.013289,0.013289
42.720,0.000000,0.000000,0.012884,0.012884,0.012884,0.016624,0.016624,0.016624,0.068832,0.068832,0.068832,0.098598,0.098598,0.098598,15.000000,15.888822,0.888822,4.649898,-10.350102,15.688432,0.688432,15.013322,0.013322
42.740,0.000000,0.000000,0.012815,0.012815,0.012815,0.016632,0.016632,0.016632,0.067848,0.067848,0.067848,0.098640,0.098640,0.098640,15.000000,15.889636,0.889636,4.654284,-10.345716,15.689855,0.689855,15.013355,0.013355
42.760,0.000000,0.000000,0.012747,0.012747,0.012747,0.016638,0.016638,0.016638,0.066161,0.066161,0.066161,0.098683,0.098683,0.098683,15.000000,15.890440,0.890440,4.658670,-10.341330,15.691191,0.691191,15.013390,0.013390
42.780,0.000000,0.000000,0.012679,0.012679,0.012679,0.016644,0.016644,0.016644,0.063780,0.063780,0.063780,0.098726,0.098726,0.098726,15.000000,15.891233,0.891233,4.663054,-10.336946,15.692450,0.692450,15.013426,0.013426
42.800,0.000000,0.000000,0.012612,0.012612,0.012612,0.016650,0.016650,0.016650,0.060710,0.060710,0.060710,0.098769,0.098769,0.098769,15.000000,15.892016,0.892016,4.667437,-10.332563,15.693639,0.693639,15.013463,0.013463
42.820,0.000000,0.000000,0.012544,0.012544,0.012544,0.016655,0.016655,0.016655,0.056966,0.056966,0.056966,0.098812,0.098812,0.098812,15.000000,15.892789,0.892789,4.671820,-10.328180,15.694769,0.694769,15.013500,0.013500
42.840,0.000000,0.000000,0.012477,0.012477,0.012477,0.016659,0.016659,0.016659,0.052678,0.052678,0.052678,0.098855,0.098855,0.098855,15.000000,15.893552,0.893552,4.676203,-10.323797,15.695859,0.695859,15.013540,0.013540
42.860,0.000000,0.000000,0.012411,0.012411,0.012411,0.016663,0.016663,0.016663,0.047953,0.047953,0.047953,0.098898,0.098898,0.098898,15.000000,15.894305,0.894305,4.680584,-10.319416,15.696925,0.696925,15.013579,0.013579
42.880,0.000000,0.000000,0.012345,0.012345,0.012345,0.016667,0.016667,0.016667,0.042878,0.042878,0.042878,0.098941,0.098941,0.098941,15.000000,15.895048,0.895048,4.684965,-10.315035,15.697982,0.697982,15.013620,0.013620
42.900,0.000000,0.000000,0.012280,0.012280,0.012280,0.016671,0.016671,0.016671,0.037523,0.037523,0.037523,0.098984,0.098984,0.098984,15.000000,15.895781,0.895781,4.689345,-10.310655,15.699040,0.699040,15.013662,0.013662
42.920,0.000000,0.000000,0.012214,0.012214,0.012214,0.016674,0.016674,0.016674,0.031941,0.031941,0.031941,0.099025,0.099025,0.099025,15.000000,15.896504,0.896504,4.693724,-10.306276,15.700110,0.700110,15.013704,0.013704
42.940,0.000000,0.000000,0.012149,0.012149,0.012149,0.016676,0.016676,0.016676,0.026177,0.026177,0.026177,0.099067,0.099067,0.099067,15.000000,15.897216,0.897216,4.698103,-10.301897,15.701200,0.701200,15.013747,0.013747
42.960,0.000000,0.000000,0.012084,0.012084,0.012084,0.016678,0.016678,0.016678,0.020267,0.020267,0.020267,0.099107,0.099107,0.099107,15.000000,15.897919,0.897919,4.702481,-10.297519,15.702317,0.702317,15.013790,0.013790
42.980,0.000000,0.000000,0.012019,0.012019,0.012019,0.016680,0.016680,0.016680,0.014238,0.014238,0.014238,0.099147,0.099147,0.099147,15.000000,15.898611,0.898611,4.706858,-10.293142,15.703466,0.703466,15.013833,0.013833
43.000,0.000000,0.000000,0.011954,0.011954,0.011954,0.016682,0.016682,0.016682,0.008112,0.008112,0.008112,0.099187,0.099187,0.099187,15.000000,15.899292,0.899292,4.711233,-10.288767,15.704653,0.704653,15.013876,0.013876
43.020,0.000000,0.000000,0.011889,0.011889,0.011889,0.016684,0.016684,0.016684,0.001907,0.001907,0.001907,0.099227,0.099227,0.099227,15.000000,15.899963,0.899963,4.715606,-10.284394,15.705882,0.705882,15.013919,0.013919
43.040,0.000000,0.000000,0.011824,0.011824,0.011824,0.016686,0.016686,0.016686,359.995825,-0.004175,-0.004175,0.099266,0.099266,0.099266,15.000000,15.900623,0.900623,4.719977,-10.280023,15.707172,0.707172,15.013960,0.013960
43.060,0.000000,0.000000,0.011758,0.011758,0.011758,0.016688,0.016688,0.016688,359.990024,-0.009976,-0.009976,0.099304,0.099304,0.099304,15.000000,15.901272,0.901272,4.724346,-10.275654,15.708536,0.708536,15.014001,0.014001
43.080,0.000000,0.000000,0.011692,0.011692,0.011692,0.016690,0.016690,0.016690,359.984623,-0.015377,-0.015377,0.099342,0.099342,0.099342,15.000000,15.901910,0.901910,4.728712,-10.271288,15.709985,0.709985,15.014041,0.014041
43.100,0.000000,0.000000,0.011627,0.011627,0.011627,0.016692,0.016692,0.016692,359.979714,-0.020286,-0.020286,0.099379,0.099379,0.099379,15.000000,15.902536,0.902536,4.733076,-10.266924,15.711523,0.711523,15.014079,0.014079
43.120,0.000000,0.000000,0.011562,0.011562,0.011562,0.016695,0.016695,0.016695,359.975361,-0.024639,-0.024639,0.099416,0.099416,0.099416,15.000000,15.903152,0.903152,4.737438,-10.262562,15.713152,0.713152,15.014116,0.014116
43.140,0.000000,0.000000,0.011497,0.011497,0.011497,0.016698,0.016698,0.016698,359.971611,-0.028389,-0.028389,0.099452,0.099452,0.099452,15.000000,15.903756,0.903756,4.741796,-10.258204,15.714874,0.714874,15.014152,0.014152
43.160,0.000000,0.000000,0.011433,0.011433,0.011433,0.016701,0.016701,0.016701,359.968496,-0.031504,-0.031504,0.099488,0.099488,0.099488,15.000000,15.904348,0.904348,4.746152,-10.253848,15.716687,0.716687,15.014185,0.014185
43.180,0.000000,0.000000,0.011368,0.011368,0.011368,0.016705,0.016705,0.016705,359.966033,-0.033967,-0.033967,0.099523,0.099523,0.099523,15.000000,15.904929,0.904929,4.750504,-10.249496,15.718587,0.718587,15.014218,0.014218
43.200,0.000000,0.000000,0.011302,0.011302,0.011302,0.016709,0.016709,0.016709,359.964232,-0.035768,-0.035768,0.099558,0.099558,0.099558,15.000000,15.905499,0.905499,4.754854,-10.245146,15.720570,0.720570,15.014248,0.014248
43.220,0.000000,0.000000,0.011236,0.011236,0.011236,0.016714,0.016714,0.016714,359.963095,-0.036905,-0.036905,0.099593,0.099593,0.099593,15.000000,15.906057,0.906057,4.759199,-10.240801,15.722631,0.722631,15.014277,0.014277
43.240,0.000000,0.000000,0.011169,0.011169,0.011169,0.016718,0.016718,0.016718,359.962636,-0.037364,-0.037364,0.099627,0.099627,0.099627,15.000000,15.906604,0.906604,4.763542,-10.236458,15.724764,0.724764,15.014303,0.014303
43.260,0.000000,0.000000,0.011101,0.011101,0.011101,0.016723,0.016723,0.016723,359.962860,-0.037140,-0.037140,0.099661,0.099661,0.099661,15.000000,15.907139,0.907139,4.767881,-10.232119,15.726962,0.726962,15.014328,0.014328
43.280,0.000000,0.000000,0.011032,0.011032,0.011032,0.016728,0.016728,0.016728,359.963767,-0.036233,-0.036233,0.099695,0.099695,0.099695,15.000000,15.907663,0.907663,4.772216,-10.227784,15.729217,0.729217,15.014351,0.014351
43.300,0.000000,0.000000,0.010960,0.010960,0.010960,0.016732,0.016732,0.016732,359.965352,-0.034648,-0.034648,0.099728,0.099728,0.099728,15.000000,15.908175,0.908175,4.776548,-10.223452,15.731523,0.731523,15.014372,0.014372
43.320,0.000000,0.000000,0.010887,0.010887,0.010887,0.016737,0.016737,0.016737,359.967606,-0.032394,-0.032394,0.099761,0.099761,0.099761,15.000000,15.908677,0.908677,4.780877,-10.219123,15.733870,0.733870,15.014391,0.014391
43.340,0.000000,0.000000,0.010812,0.010812,0.010812,0.016741,0.016741,0.016741,359.970513,-0.029487,-0.029487,0.099793,0.099793,0.099793,15.000000,15.909166,0.909166,4.785202,-10.214798,15.736251,0.736251,15.014409,0.014409
43.360,0.000000,0.000000,0.010734,0.010734,0.010734,0.016744,0.016744,0.016744,359.974058,-0.025942,-0.025942,0.099824,0.099824,0.099824,15.000000,15.909645,0.909645,4.789524,-10.210476,15.738656,0.738656,15.014424,0.014424
43.380,0.000000,0.000000,0.010654,0.010654,0.010654,0.016747,0.016747,0.016747,359.978225,-0.021775,-0.021775,0.099855,0.099855,0.099855,15.000000,15.910112,0.910112,4.793843,-10.206157,15.741078,0.741078,15.014438,0.014438
43.400,0.000000,0.000000,0.010572,0.010572,0.010572,0.016749,0.016749,0.016749,359.982993,-0.017007,-0.017007,0.099884,0.099884,0.099884,15.000000,15.910569,0.910569,4.798159,-10.201841,15.743506,0.743506,15.014450,0.014450
43.420,0.000000,0.000000,0.010488,0.010488,0.010488,0.016751,0.016751,0.016751,359.988344,-0.011656,-0.011656,0.099913,0.099913,0.099913,15.000000,15.911015,0.911015,4.802473,-10.197527,15.745932,0.745932,15.014461,0.014461
43.440,0.000000,0.000000,0.010402,0.010402,0.010402,0.016752,0.016752,0.016752,359.994013,-0.005987,-0.005987,0.099940,0.099940,0.099940,15.000000,15.911450,0.911450,4.806784,-10.193216,15.748323,0.748323,15.014470,0.014470
43.460,0.000000,0.000000,0.010315,0.010315,0.010315,0.016752,0.016752,0.016752,359.999795,-0.000205,-0.000205,0.099966,0.099966,0.099966,15.000000,15.911875,0.911875,4.811093,-10.188907,15.750652,0.750652,15.014479,0.014479
43.480,0.000000,0.000000,0.010226,0.010226,0.010226,0.016751,0.016751,0.016751,0.005532,0.005532,0.005532,0.099991,0.099991,0.099991,15.000000,15.912290,0.912290,4.815400,-10.184600,15.752900,0.752900,15.014486,0.014486
43.500,0.000000,0.000000,0.010136,0.010136,0.010136,0.016749,0.016749,0.016749,0.011104,0.011104,0.011104,0.100014,0.100014,0.100014,15.000000,15.912694,0.912694,4.819705,-10.180295,15.755053,0.755053,15.014492,0.014492
43.520,0.000000,0.000000,0.010045,0.010045,0.010045,0.016747,0.016747,0.016747,0.016416,0.016416,0.016416,0.100037,0.100037,0.100037,15.000000,15.913089,0.913089,4.824008,-10.175992,15.757100,0.757100,15.014497,0.014497
43.540,0.000000,0.000000,0.009953,0.009953,0.009953,0.016744,0.016744,0.016744,0.021395,0.021395,0.021395,0.100058,0.100058,0.100058,15.000000,15.913475,0.913475,4.828310,-10.171690,15.759036,0.759036,15.014502,0.014502
43.560,0.000000,0.000000,0.009861,0.009861,0.009861,0.016740,0.016740,0.016740,0.025988,0.025988,0.025988,0.100078,0.100078,0.100078,15.000000,15.913851,0.913851,4.832610,-10.167390,15.760857,0.760857,15.014507,0.014507
43.580,0.000000,0.000000,0.009768,0.009768,0.009768,0.016736,0.016736,0.016736,0.030154,0.030154,0.030154,0.100097,0.100097,0.100097,15.000000,15.914218,0.914218,4.836909,-10.163091,15.762561,0.762561,15.014511,0.014511
43.600,0.000000,0.000000,0.009674,0.009674,0.009674,0.016731,0.016731,0.016731,0.033864,0.033864,0.033864,0.100114,0.100114,0.100114,15.000000,15.914576,0.914576,4.841207,-10.158793,15.764151,0.764151,15.014515,0.014515
43.620,0.000000,0.000000,0.009581,0.009581,0.009581,0.016726,0.016726,0.016726,0.037098,0.037098,0.037098,0.100130,0.100130,0.100130,15.000000,15.914925,0.914925,4.845504,-10.154496,15.765628,0.765628,15.014519,0.014519
43.640,0.000000,0.000000,0.009487,0.009487,0.009487,0.016720,0.016720,0.016720,0.039797,0.039797,0.039797,0.100145,0.100145,0.100145,15.000000,15.915266,0.915266,4.849800,-10.150200,15.766995,0.766995,15.014523,0.014523
43.660,0.000000,0.000000,0.009394,0.009394,0.009394,0.016713,0.016713,0.016713,0.041917,0.041917,0.041917,0.100158,0.100158,0.100158,15.000000,15.915598,0.915598,4.854095,-10.145905,15.768259,0.768259,15.014527,0.014527
43.680,0.000000,0.000000,0.009302,0.009302,0.009302,0.016707,0.016707,0.016707,0.043426,0.043426,0.043426,0.100171,0.100171,0.100171,15.000000,15.915921,0.915921,4.858390,-10.141610,15.769424,0.769424,15.014531,0.014531
43.700,0.000000,0.000000,0.009211,0.009211,0.009211,0.016700,0.016700,0.016700,0.044303,0.044303,0.044303,0.100182,0.100182,0.100182,15.000000,15.916237,0.916237,4.862683,-10.137317,15.770497,0.770497,15.014535,0.014535
43.720,0.000000,0.000000,0.009123,0.009123,0.009123,0.016694,0.016694,0.016694,0.044533,0.044533,0.044533,0.100193,0.100193,0.100193,15.000000,15.916544,0.916544,4.866975,-10.133025,15.771484,0.771484,15.014540,0.014540
43.740,0.000000,0.000000,0.009036,0.009036,0.009036,0.016687,0.016687,0.016687,0.044113,0.044113,0.044113,0.100202,0.100202,0.100202,15.000000,15.916843,0.916843,4.871267,-10.128733,15.772395,0.772395,15.014545,0.014545
43.760,0.000000,0.000000,0.008951,0.008951,0.008951,0.016681,0.016681,0.016681,0.043042,0.043042,0.043042,0.100210,0.100210,0.100210,15.000000,15.917134,0.917134,4.875558,-10.124442,15.773236,0.773236,15.014551,0.014551
43.780,0.000000,0.000000,0.008869,0.008869,0.008869,0.016674,0.016674,0.016674,0.041322,0.041322,0.041322,0.100217,0.100217,0.100217,15.000000,15.917417,0.917417,4.879849,-10.120151,15.774017,0.774017,15.014557,0.014557
43.800,0.000000,0.000000,0.008789,0.008789,0.008789,0.016668,0.016668,0.016668,0.038956,0.038956,0.038956,0.100224,0.100224,0.100224,15.000000,15.917692,0.917692,4.884139,-10.115861,15.774744,0.774744,15.014564,0.014564
43.820,0.000000,0.000000,0.008710,0.008710,0.008710,0.016662,0.016662,0.016662,0.035955,0.035955,0.035955,0.100229,0.100229,0.100229,15.000000,15.917960,0.917960,4.888429,-10.111571,15.775427,0.775427,15.014572,0.014572
43.840,0.000000,0.000000,0.008632,0.008632,0.008632,0.016656,0.016656,0.016656,0.032501,0.032501,0.032501,0.100233,0.100233,0.100233,15.000000,15.918220,0.918220,4.892718,-10.107282,15.776094,0.776094,15.014580,0.014580
43.860,0.000000,0.000000,0.008555,0.008555,0.008555,0.016650,0.016650,0.016650,0.028735,0.028735,0.028735,0.100236,0.100236,0.100236,15.000000,15.918472,0.918472,4.897007,-10.102993,15.776766,0.776766,15.014588,0.014588
43.880,0.000000,0.000000,0.008480,0.008480,0.008480,0.016643,0.016643,0.016643,0.024771,0.024771,0.024771,0.100238,0.100238,0.100238,15.000000,15.918716,0.918716,4.901295,-10.098705,15.777460,0.777460,15.014597,0.014597
43.900,0.000000,0.000000,0.008405,0.008405,0.008405,0.016637,0.016637,0.016637,0.020701,0.020701,0.020701,0.100240,0.100240,0.100240,15.000000,15.918952,0.918952,4.905582,-10.094418,15.778187,0.778187,15.014606,0.014606
43.920,0.000000,0.000000,0.008332,0.008332,0.008332,0.016631,0.016631,0.016631,0.016595,0.016595,0.016595,0.100240,0.100240,0.100240,15.000000,15.919180,0.919180,4.909869,-10.090131,15.778959,0.778959,15.014615,0.014615
43.940,0.000000,0.000000,0.008260,0.008260,0.008260,0.016624,0.016624,0.016624,0.012512,0.012512,0.012512,0.100240,0.100240,0.100240,15.000000,15.919400,0.919400,4.914154,-10.085846,15.779781,0.779781,15.014625,0.014625
43.960,0.000000,0.000000,0.008189,0.008189,0.008189,0.016618,0.016618,0.016618,0.008496,0.008496,0.008496,0.100238,0.100238,0.100238,15.000000,15.919612,0.919612,4.918439,-10.081561,15.780660,0.780660,15.014634,0.014634
43.980,0.000000,0.000000,0.008120,0.008120,0.008120,0.016612,0.016612,0.016612,0.004581,0.004581,0.004581,0.100235,0.100235,0.100235,15.000000,15.919816,0.919816,4.922723,-10.077277,15.781598,0.781598,15.014644,0.014644
44.000,0.000000,0.000000,0.008053,0.008053,0.008053,0.016606,0.016606,0.016606,0.000794,0.000794,0.000794,0.100232,0.100232,0.100232,15.000000,15.920012,0.920012,4.927007,-10.072993,15.782597,0.782597,15.014654,0.014654
44.020,0.000000,0.000000,0.007988,0.007988,0.007988,0.016600,0.016600,0.016600,359.997154,-0.002846,-0.002846,0.100227,0.100227,0.100227,15.000000,15.920200,0.920200,4.931289,-10.068711,15.783657,0.783657,15.014664,0.014664
44.040,0.000000,0.000000,0.007924,0.007924,0.007924,0.016594,0.016594,0.016594,359.993780,-0.006220,-0.006220,0.100222,0.100222,0.100222,15.000000,15.920381,0.920381,4.935570,-10.064430,15.784786,0.784786,15.014674,0.014674
44.060,0.000000,0.000000,0.007861,0.007861,0.007861,0.016588,0.016588,0.016588,359.990764,-0.009236,-0.009236,0.100216,0.100216,0.100216,15.000000,15.920553,0.920553,4.939850,-10.060150,15.785987,0.785987,15.014684,0.014684
44.080,0.000000,0.000000,0.007800,0.007800,0.007800,0.016583,0.016583,0.016583,359.988172,-0.011828,-0.011828,0.100210,0.100210,0.100210,15.000000,15.920717,0.920717,4.944130,-10.055870,15.787262,0.787262,15.014694,0.014694
44.100,0.000000,0.000000,0.007740,0.007740,0.007740,0.016577,0.016577,0.016577,359.986056,-0.013944,-0.013944,0.100202,0.100202,0.100202,15.000000,15.920874,0.920874,4.948408,-10.051592,15.788608,0.788608,15.014704,0.014704
44.120,0.000000,0.000000,0.007681,0.007681,0.007681,0.016571,0.016571,0.016571,359.984450,-0.015550,-0.015550,0.100194,0.100194,0.100194,15.000000,15.921022,0.921022,4.952685,-10.047315,15.790024,0.790024,15.014713,0.014713
44.140,0.000000,0.000000,0.007623,0.007623,0.007623,0.016565,0.016565,0.016565,359.983375,-0.016625,-0.016625,0.100185,0.100185,0.100185,15.000000,15.921163,0.921163,4.956961,-10.043039,15.791505,0.791505,15.014723,0.014723
44.160,0.000000,0.000000,0.007565,0.007565,0.007565,0.016560,0.016560,0.016560,359.982846,-0.017154,-0.017154,0.100176,0.100176,0.100176,15.000000,15.921296,0.921296,4.961236,-10.038764,15.793047,0.793047,15.014732,0.014732
44.180,0.000000,0.000000,0.007509,0.007509,0.007509,0.016554,0.016554,0.016554,359.982872,-0.017128,-0.017128,0.100165,0.100165,0.100165,15.000000,15.921420,0.921420,4.965510,-10.034490,15.794644,0.794644,15.014742,0.014742
44.200,0.000000,0.000000,0.007453,0.007453,0.007453,0.016548,0.016548,0.016548,359.983453,-0.016547,-0.016547,0.100154,0.100154,0.100154,15.000000,15.921537,0.921537,4.969783,-10.030217,15.796289,0.796289,15.014750,0.014750
44.220,0.000000,0.000000,0.007398,0.007398,0.007398,0.016542,0.016542,0.016542,359.984589,-0.015411,-0.015411,0.100142,0.100142,0.100142,15.000000,15.921646,0.921646,4.974055,-10.025945,15.797975,0.797975,15.014759,0.014759
44.240,0.000000,0.000000,0.007345,0.007345,0.007345,0.016536,0.016536,0.016536,359.986198,-0.013802,-0.013802,0.100130,0.100130,0.100130,15.000000,15.921748,0.921748,4.978326,-10.021674,15.799685,0.799685,15.014768,0.014768
44.260,0.000000,0.000000,0.007293,0.007293,0.007293,0.016530,0.016530,0.016530,359.988208,-0.011792,-0.011792,0.100118,0.100118,0.100118,15.000000,15.921841,0.921841,4.982595,-10.017405,15.801405,0.801405,15.014776,0.014776
44.280,0.000000,0.000000,0.007241,0.007241,0.007241,0.016524,0.016524,0.016524,359.990565,-0.009435,-0.009435,0.100105,0.100105,0.100105,15.000000,15.921927,0.921927,4.986864,-10.013136,15.803123,0.803123,15.014784,0.014784
44.300,0.000000,0.000000,0.007191,0.007191,0.007191,0.016519,0.016519,0.016519,359.993223,-0.006777,-0.006777,0.100091,0.100091,0.100091,15.000000,15.922005,0.922005,4.991131,-10.008869,15.804827,0.804827,15.014792,0.014792
44.320,0.000000,0.000000,0.007142,0.007142,0.007142,0.016513,0.016513,0.016513,359.996146,-0.003854,-0.003854,0.100078,0.100078,0.100078,15.000000,15.922076,0.922076,4.995397,-10.004603,15.806510,0.806510,15.014800,0.014800
44.340,0.000000,0.000000,0.007094,0.007094,0.007094,0.016508,0.016508,0.016508,359.999305,-0.000695,-0.000695,0.100064,0.100064,0.100064,15.000000,15.922139,0.922139,4.999662,-10.000338,15.808164,0.808164,15.014807,0.014807
44.360,0.000000,0.000000,0.007046,0.007046,0.007046,0.016502,0.016502,0.016502,0.002675,0.002675,0.002675,0.100051,0.100051,0.100051,15.000000,15.922195,0.922195,5.003925,-9.996075,15.809783,0.809783,15.014815,0.014815
44.380,0.000000,0.000000,0.007000,0.007000,0.007000,0.016497,0.016497,0.016497,0.006238,0.006238,0.006238,0.100038,0.100038,0.100038,15.000000,15.922244,0.922244,5.008186,-9.991814,15.811362,0.811362,15.014823,0.014823
44.400,0.000000,0.000000,0.006954,0.006954,0.006954,0.016492,0.016492,0.016492,0.009975,0.009975,0.009975,0.100025,0.100025,0.100025,15.000000,15.922285,0.922285,5.012445,-9.987555,15.812895,0.812895,15.014830,0.014830
44.420,0.000000,0.000000,0.006909,0.006909,0.006909,0.016487,0.016487,0.016487,0.013871,0.013871,0.013871,0.100013,0.100013,0.100013,15.000000,15.922318,0.922318,5.016703,-9.983297,15.814378,0.814378,15.014837,0.014837
44.440,0.000000,0.000000,0.006864,0.006864,0.006864,0.016481,0.016481,0.016481,0.017753,0.017753,0.017753,0.100001,0.100001,0.100001,15.000000,15.922344,0.922344,5.020960,-9.979040,15.815792,0.815792,15.014844,0.014844
44.460,0.000000,0.000000,0.006818,0.006818,0.006818,0.016476,0.016476,0.016476,0.021492,0.021492,0.021492,0.099989,0.099989,0.099989,15.000000,15.922363,0.922363,5.025214,-9.974786,15.817124,0.817124,15.014852,0.014852
44.480,0.000000,0.000000,0.006772,0.006772,0.006772,0.016470,0.016470,0.016470,0.024985,0.024985,0.024985,0.099977,0.099977,0.099977,15.000000,15.922375,0.922375,5.029468,-9.970532,15.818364,0.818364,15.014858,0.014858
44.500,0.000000,0.000000,0.006726,0.006726,0.006726,0.016465,0.016465,0.016465,0.028154,0.028154,0.028154,0.099966,0.099966,0.099966,15.000000,15.922379,0.922379,5.033720,-9.966280,15.819507,0.819507,15.014865,0.014865
44.520,0.000000,0.000000,0.006680,0.006680,0.006680,0.016459,0.016459,0.016459,0.030938,0.030938,0.030938,0.099954,0.099954,0.099954,15.000000,15.922375,0.922375,5.037970,-9.962030,15.820549,0.820549,15.014872,0.014872
44.540,0.000000,0.000000,0.006633,0.006633,0.006633,0.016453,0.016453,0.016453,0.033296,0.033296,0.033296,0.099943,0.099943,0.099943,15.000000,15.922365,0.922365,5.042219,-9.957781,15.821491,0.821491,15.014878,0.014878
44.560,0.000000,0.000000,0.006585,0.006585,0.006585,0.016446,0.016446,0.016446,0.035197,0.035197,0.035197,0.099932,0.099932,0.099932,15.000000,15.922347,0.922347,5.046467,-9.953533,15.822334,0.822334,15.014884,0.014884
44.580,0.000000,0.000000,0.006537,0.006537,0.006537,0.016440,0.016440,0.016440,0.036618,0.036618,0.036618,0.099921,0.099921,0.099921,15.000000,15.922322,0.922322,5.050714,-9.949286,15.823080,0.823080,15.014890,0.014890
44.600,0.000000,0.000000,0.006489,0.006489,0.006489,0.016433,0.016433,0.016433,0.037546,0.037546,0.037546,0.099910,0.099910,0.099910,15.000000,15.922290,0.922290,5.054959,-9.945041,15.823734,0.823734,15.014896,0.014896
44.620,0.000000,0.000000,0.006440,0.006440,0.006440,0.016426,0.016426,0.016426,0.037971,0.037971,0.037971,0.099899,0.099899,0.099899,15.000000,15.922251,0.922251,5.059203,-9.940797,15.824302,0.824302,15.014902,0.014902
44.640,0.000000,0.000000,0.006391,0.006391,0.006391,0.016419,0.016419,0.016419,0.037867,0.037867,0.037867,0.099889,0.099889,0.099889,15.000000,15.922205,0.922205,5.063445,-9.936555,15.824789,0.824789,15.014908,0.014908
44.660,0.000000,0.000000,0.006342,0.006342,0.006342,0.016412,0.016412,0.016412,0.037221,0.037221,0.037221,0.099880,0.099880,0.099880,15.000000,15.922153,0.922153,5.067686,-9.932314,15.825202,0.825202,15.014914,0.014914
